,0
LMT,0.03093024109852762
SO,0.031585302165503114
KLAC,0.12039757587306316
WELL,0.04449954478212872
MO,0.019643135932420154
WM,0.04834286851012467
NKE,0.025044164459881217
CME,0.004712813613821663
ANET,0.13474384715165044
DUK,0.14702948628925963
MDLZ,0.11495361353912784
EQIX,0.12876111493984663
INTC,1.090490778278415
UPS,0.08363549842323938
SPOT,0.3100494864193583
SHW,0.09953043035212647
CI,0.05418761519595928
CRWD,1.4099438304843355
AJG,0.02236809641523539
CVS,0.21590700073352564
KKR,0.06817156629665398
MCK,0.044844937882872304
PH,0.18105761636131829
MMM,0.6604645161352151
AON,0.0724992548729629
ORLY,0.003425427157152214
MRVL,0.0315948288360408
APH,0.009194352987793416
ZTS,0.007261044240315422
ITW,0.013166887053580162
MCO,0.12673110604342638
TDG,0.21204326900477208
CL,0.26275167816041306
APO,0.15381161447810537
CMG,0.046728571499474104
REGN,0.0849812051896875
PNC,0.003977833398724673
GD,0.005141781950733894
CTAS,0.007387276923833912
COF,0.017249484998298835
MSI,0.12195582061947628
PYPL,0.06561996833907868
USB,0.03579747728149707
APD,0.05897558157635756
EOG,0.10134084482306673
WMB,0.12247202245259611
SNPS,0.10629624820181047
FTNT,0.061333920376010764
ECL,0.09290547580548744
CDNS,0.011047737992812091
EMR,0.12054402119683275
NOC,0.07552675892096743
BDX,0.018787044188966776
BK,0.04639996429903967
ROP,0.2578443436831376
MAR,0.12953443076044685
HLT,0.06027997261373971
AFL,0.0841163966312094
AZO,0.0026835543398884766
CSX,0.000244665768538921
SPG,0.03604912329417944
HCA,0.10266417797819541
TRV,0.11495268402240577
ADSK,0.008455659421503493
FDX,0.03475216431122262
SLB,0.8373168272908498
JCI,0.009265846898952866
WDAY,0.16291485826246174
FCX,0.009120729412319603
AEP,0.05561351675025246
RCL,1.0416064976007053
TGT,0.02361150213025541
NSC,0.008133824444747053
OKE,0.08305917058577478
GM,0.1970451374011311
PCAR,0.27990621492018164
AIG,0.16985439534704316
ALL,0.14638884508267958
DLR,0.1603012473642527
KMI,0.047512952692969256
MSTR,6.178188053301074
O,0.17475320921128135
NEM,0.4171265104504343
PSX,0.30618752996070076
AMP,0.030041035727148734
PSA,0.2682089184861111
MET,0.022643923670094615
PAYX,0.0008552034077703274
LNG,0.32324944827089036
RSG,0.08349419401845284
CPRT,0.026279808553749794
KMB,0.05506798768659635
CMI,0.19894882838395628
SRE,0.01650072318787125
ROST,0.07315461041751613
D,0.30225013587929683
DFS,0.09179314794913714
MPC,0.068712722629088
YUM,0.01222820777421902
FICO,0.005497688614323117
TEAM,0.2223392463195818
EXC,0.0043679857519820856
CBRE,0.04982699187943575
VST,0.16692373554653836
MSCI,0.02151691525408349
EW,0.09073953209666359
FAST,0.004704700828774321
AME,0.0024091167352985844
GWW,0.023615543947060495
CTVA,0.07947265940513526
BKR,0.31293897086488814
VRSK,0.07817460108103555
CTSH,0.018083217416500475
COR,0.170580567789509
KR,0.02399141432843822
URI,0.12410235276326446
LULU,0.042996214289636805
CCI,0.06459012285959215
TRGP,0.22744266220506587
PEG,0.13025356352582415
LHX,0.5902938451950006
MNST,0.04527668607118179
PRU,0.04739272645003426
XEL,0.005665211083596001
HES,0.3867175819451147
VLO,0.07149984914783904
AXON,0.06503854161547473
GEHC,0.4030046481380591
DHI,0.021523628226632698
FIS,85.68044827402517
F,0.004345201347538915
KDP,0.05424868806888214
IT,0.0549032493644384
TTWO,19.59908918349832
PWR,0.05685157383870832
DAL,0.43990180132183404
SYY,0.1336162414749892
A,0.05965272578522631
ETR,0.13788567760885792
GLW,0.02074308797046883
IDXX,0.002751339178064415
EA,0.006498459460555717
CHTR,0.0005944669124572422
PCG,0.36459291820178796
ED,0.04574318391771274
GRMN,0.03696290516534548
IR,0.00279243364059582
HIG,0.2171769882759737
ODFL,0.11642385867132557
GIS,0.018071820246166943
HUBS,22.724978535713394
WTW,0.2156250888275868
VICI,0.2504667302654816
IQV,0.026785549477804454
WEC,0.008206390127013805
DD,0.00869479102756977
EXR,0.041682375568763905
ACGL,0.17558117388401684
RMD,0.03830589560886046
VEEV,0.03601703345902506
NDAQ,0.11421895873883989
ALNY,3.1788484497302765
CSGP,0.29683943640768734
DXCM,0.053928632567183096
AVB,0.0715384495626088
EBAY,0.0030070884239346216
MCHP,0.43555083178180387
VMC,0.11715721968825504
NUE,0.2512919981919474
ROK,0.015589604424937275
HUM,0.059104230209385725
VRT,0.36264526985314616
XYL,0.11897746623811872
OXY,0.061367058880623646
CAH,0.07925970568420712
WAB,0.08887452044934949
ARES,0.23143027564005056
EFX,0.039141735362331544
MTB,0.09859691317145851
CNC,0.22771571274812324
UAL,2.593974981071675
TTD,0.08333360421264571
TSCO,0.013067054341166593
VTR,0.01155357534102801
EQT,0.07798321449829447
MLM,0.10576160457668789
LEN,0.10376093567247557
HPQ,0.009213127418218997
MPWR,0.6293893438373401
BRO,0.0365469844564181
BR,0.016187232992169356
ANSS,0.014975680997137315
EQR,0.031574718605736254
FITB,0.010615147049538495
STZ,0.22359495222488837
DTE,0.05338094466520134
IP,0.09468963258547394
KHC,0.018985122905965025
FTV,0.002437595372952561
KEYS,0.2475610225138341
CHD,0.05585443623990446
STT,0.0665492362516752
FANG,0.1643492871254192
AWK,0.034835026395723154
RJF,0.017376325868367903
PPG,0.19942783848699552
DOW,0.023780565070197567
MTD,0.0226322408902692
DELL,0.004162126465484474
TYL,0.06531934745332403
AEE,0.0030746252961234765
IRM,0.16633989784980738
DOV,0.09038012200727143
TPL,0.007764690051020403
PPL,0.020262815276185633
HSY,0.061966264967521154
GPN,0.38713323948472067
LPLA,0.6477706089630635
GDDY,0.15366461994291447
HPE,0.03928182830323614
MKL,0.2737500580146464
EXPE,0.3357047003564806
WSM,0.01881813296432485
SBAC,0.08854019687273451
CVNA,3.1473263477738573
DRI,0.16070339163201108
CDW,0.02269777906997282
TDY,0.029424103988750276
ATO,0.01876582490215279
CCL,0.47464090708243933
STE,1.5230122613723047
WY,0.015413607678256877
FCNCA,0.11790126973216969
CBOE,0.4801753309850878
WAT,0.049228499711685206
FE,0.09703582174209206
HBAN,0.058020865949820824
PHM,0.01844115986131673
ADM,0.1593233458462326
SYF,0.03311602684361124
CINF,0.12926833236151603
PINS,0.12818154650782937
TROW,0.22149207300137486
CNP,0.0045214511979497565
LH,0.062344881213589894
CMS,0.009760702995062674
LYV,0.4520189294713767
K,0.0877596634089589
HAL,0.5164564686196698
NVR,0.0446220905620982
DVN,0.015147571516792687
NTRS,0.0689904150078399
EIX,0.1421056286886204
BIIB,0.16277146765058595
MKC,0.005352178612789732
INVH,0.047806124444569637
DECK,0.024019697924454603
ZBH,0.0196842630083212
IFF,36.61288758062348
ES,1.3495753714216345
IBKR,0.12600290891654697
NRG,0.06501897648765473
RF,0.03423529825626654
VRSN,0.010809378145557227
ON,0.10129546050575276
ZM,0.30635834210919155
PFG,0.2527346403215419
ESS,0.04326430473126139
LYB,0.06951915795996805
MAA,0.11111781384847207
NTAP,0.04478031855739341
CTRA,6.764617369479878
CFG,0.022919037547697578
NTNX,19.036640700624705
PODD,0.20801854289406002
HUBB,0.07351532249031627
TPR,0.12281361211658232
PTC,0.009240186400686665
OKTA,29.734576456599285
DGX,0.011902220458558224
STLD,0.036642000750167575
MDB,115.79872239257352
ZS,33.07677562327068
LII,0.040610836005850214
NI,0.06340181035868278
SSNC,0.012848663106956051
CLX,0.15377415582983672
PKG,0.007711834878589526
WRB,0.08106906904099269
MOH,0.32062689567033764
RBA,0.23419900395255375
LUV,0.03377995615423697
LDOS,0.3899423572317337
ARE,0.2604851910917333
EME,0.2215713712483047
BAX,0.12965352975740788
TWLO,7279.681549086266
COO,0.0021367053476441275
TRU,0.03530276961269131
WSO,0.08387626263017996
TER,0.03349339399454493
SNA,0.005402114550430297
FDS,0.0939529291494764
GPC,0.12585219510590714
TSN,0.16228962643442957
NTRA,8.126037244136345
TRMB,0.09622847831457722
DPZ,0.11216570456525785
WST,0.10541749797392105
ULTA,0.10485340998627374
FFIV,0.1339539749963595
DT,0.12708161919258157
SUI,0.38442331433041566
DOCU,0.1373616602403259
FNF,0.0745005991503522
EL,0.24055505701453483
EXPD,0.41230536665905626
LVS,0.0014236214901456662
DG,0.19393528289858977
BBY,0.02189401029500608
MAS,0.008985820156906684
GWRE,0.3299181583500168
PSTG,0.4533713726745913
LNT,0.024905814287375865
TW,0.023339286208039704
JBL,0.07341787853604746
OMC,0.033249671071102264
CSL,0.09973120189939688
USFD,0.054445349758070874
J,0.08491855944327399
RPM,0.014963555378200434
ZBRA,0.38562734070680593
BLDR,0.09247283172893728
APTV,0.1312028973858267
WDC,0.4381224454802497
ENTG,0.1422890028113186
RS,0.033558363667595834
L,0.09756569937502682
CASY,0.14182685269748388
BURL,0.09346648188993055
GEN,0.082452607205275
PNR,0.028267773152301237
EVRG,0.026110773219198816
UDR,0.11424499877526167
KEY,0.35444574280117647
AVY,0.178971350402707
ROL,0.01264132215345836
AMCR,0.3377907278316468
DLTR,0.4333736238609347
DOC,0.11065751602306864
SFM,0.026420130559523722
WPC,0.04958391417808751
IEX,0.023539821938486104
GGG,0.03900557765114905
BAH,0.11657198327849286
KIM,0.018106112763164157
HOLX,0.01852861169182668
FSLR,0.5022344952701168
REG,0.01968875854449349
CF,0.18147437235494565
TXT,0.007739469071971089
ITCI,15.648170351007785
ILMN,8.092274030481363
GLPI,0.01781570729457643
UTHR,0.2378431634914998
UNM,0.08441443112972571
INSM,3.298595708377823
BMRN,0.007787473313516186
JKHY,0.01848604332912538
ELS,0.011349961242711981
RPRX,0.6941251026799871
JBHT,0.005698038573338353
BJ,0.055630902925803555
ALGN,0.0018910387609990917
FOXA,0.02043054230410618
CPT,0.01640263975176474
RGA,0.001133004426218512
JLL,0.141304327709452
ACM,0.45882939872458745
OC,0.38789440923494795
SWK,0.25513495691649174
XPO,0.007581020595396844
TXRH,0.15869975714027781
POOL,0.1259355420705325
EWBC,0.013776140831920266
RNR,0.45548720262099185
FIX,0.11620378661657853
AKAM,0.07194084689721658
DKS,0.010717082090131492
PFGC,0.23981976081084191
NLY,0.03315614084066382
AMH,0.04094131168250775
NDSN,0.015220514117914837
CW,0.03989669200826701
Z,0.3649176332194574
KMX,0.04674173195585121
THC,0.0965591027247753
CAG,0.5955187232127581
HEI,0.02868555353905585
JNPR,0.06623828026108464
EMN,0.01911039181096228
FTAI,0.27651793590254076
FTI,0.14245832949558923
ITT,0.12279571827396024
MRNA,0.12162435661860767
SCI,0.0062379695299318435
PAYC,0.04604263004575937
TOL,0.06266523201011243
HST,0.21531569607781642
CHRW,0.1488518339895399
GL,0.05812427860107372
EPAM,0.04369431532861404
SJM,0.12392157805678324
NBIX,0.04180863888587619
INCY,0.13772132862429373
WWD,0.1357365316413373
LKQ,0.057509302667195686
FHN,0.010284817375641499
EXEL,0.03864129686512435
SWKS,0.04351393804241993
LECO,0.11074554285716826
ALLE,0.012485030798493628
NWSA,0.6075091141403777
LAMR,0.1409608795050828
JEF,0.037186631700472816
CIEN,0.0023195070035360987
MANH,0.13111178482690125
ROKU,2.6186852777785044
BXP,0.05716122080586339
AIZ,0.00488829036016098
AR,0.010340671249049957
SAIA,0.0657542833077876
PNW,0.024514913936693687
PEN,0.39155574730652515
RBC,0.01148796275806906
BG,0.15757648428498047
CCK,3.470696638896869
TAP,0.14098176480411545
RL,0.13327389352812657
CLH,0.04878722452185831
EHC,0.03558743933670679
UHS,0.022069718054828436
OHI,0.02397890143874012
IPG,0.04798911937170613
RGLD,0.04825044202602616
DOX,0.007556020379943583
PRI,0.1411390928047635
SRPT,8.696871884558584
SNX,0.009387716052468721
CG,0.14339141707566722
SF,0.15975929095252225
BWXT,0.03938604519881127
TECH,0.030099303591692578
ALLY,0.032273238378864054
ATR,0.09125733261420266
ESTC,0.27074028453182286
WYNN,0.14805458712609376
HSIC,0.03135102125877629
CRS,0.401490548862694
KNSL,0.2555108854964611
GME,0.16601524058605654
ORI,0.057068863352917
SSB,0.010374103942614617
LBRDK,1.0366163797237729
ARMK,0.1589923420992978
COHR,0.6540106510299025
CUBE,0.1058898184577987
WBS,0.39477186768354366
NVT,0.11229108710696713
MLI,0.023213763574252685
AFG,0.004568952854758888
AIT,0.2992738994670561
OGE,0.058103599285110476
BLD,0.005785662805110758
AAL,0.18038386512206744
NCLH,2.8942834799336277
G,0.060406616779236526
FND,0.04297545201914959
EGP,0.0513888677391374
PCTY,0.062177467975345055
HQY,0.35979355356956866
AYI,0.05053490818484842
REXR,0.04131695094487685
GMED,0.16572707394227143
RRC,0.3292513009792515
CHE,0.011892932497007694
HAS,2.9753655081292845
FRT,0.13649647471456128
INGR,0.1101956868294209
RGEN,0.8933381319321503
CRL,0.5510878823387239
JAZZ,0.2592047400728407
MIDD,0.019890621150495922
EXAS,12.055932112701118
MUSA,0.023131495789249744
ALB,0.19871769032156153
WAL,0.10848466528018712
LSCC,0.13610761170084304
ALSN,0.06754490471330327
AGNC,0.12772472675687935
HRL,0.02047592753739621
DCI,0.08745299029339927
HLI,0.2018913904296459
LAD,0.09796249113157512
MEDP,0.018869177421572084
X,0.011941248283635617
QGEN,0.24358450640957025
CHDN,0.08479315521832062
ADC,0.004202516698937196
PNFP,0.08655367042352181
CACI,0.02566190345047918
BRX,0.013511092916435503
BERY,0.18661216000622594
MORN,0.23349971978121303
PLNT,0.253051776997278
TTC,0.12206437742148384
MTCH,0.0557028764066544
VFC,0.43660691887882075
AA,1.297447171708123
ALK,0.1393411850823087
MTZ,0.2609835021010867
AXTA,0.14331996942080172
MASI,0.041452384981761424
COKE,0.052657714038783436
WMS,0.03009790402889353
CMA,0.06513093797895342
MOS,0.2677675158551393
AOS,0.6212023814353523
EVR,0.22331023657687907
ENPH,0.27395089973121367
WH,0.16238872591496284
CBSH,0.004351902649994815
NNN,0.07308442722858473
CR,0.03286158483476911
HII,0.03291849663400054
CFR,0.01214030829744427
AES,0.3064700939732371
EXLS,0.020801772303691082
SKX,0.08806984815445412
SEIC,0.019521633052337325
SCCO,0.05291820641801727
TTEK,0.20942258353612206
WBA,0.8069657355550353
NYT,0.09749765764690206
KNX,0.04000755056405268
GPK,0.24885845046674465
UMBF,0.006486032662426441
ZION,0.015381318724259258
GNRC,0.0775774043276301
AXS,0.2774965420659825
MGM,0.015397038305378915
FR,0.06210669178279883
LW,0.11410926027786493
WCC,0.16737200029768773
EXP,0.17751051836739284
CPB,0.004008201167601647
WTFC,0.024995245447597604
VOYA,0.027999896694214876
HALO,0.04310426937000184
ENSG,0.04161117789800732
BECN,0.4188280884393396
MKTX,0.01223498388702033
BFAM,0.07984433982489716
FOX,0.02043054230410618
OLED,0.014646696739850997
CVLT,0.15031569594410613
HRB,0.0014168816034049393
VNO,0.003411205968198656
ATI,0.2658492903334173
LNTH,0.5666700849776678
DVA,0.008576624979259099
SSD,0.031203979436839203
ONTO,0.14473443970070105
VMI,0.23907211433227588
FN,0.011021935244001706
GTLS,0.019533037736810317
UGI,0.6642970215591466
R,0.007619435364463505
AZPN,0.647198585737862
COOP,0.19823443750519676
QRVO,0.11485162078745292
ONB,0.09525583092383824
STAG,0.0066787258396630335
AWI,0.1138995797531492
APA,0.1382843274601449
NFG,0.3080976982136633
PB,0.08139940004127054
KBR,0.2812917024760288
BPOP,0.4150354017217407
MAT,0.029227346763245527
BWA,0.3602301892381843
SNV,0.2247767238247666
EAT,0.10504892200333345
FLS,0.1550231369783807
WING,0.12042609630202458
OLLI,0.035995354258530184
CWST,0.028271545902480377
FAF,0.1888299830940272
RLI,0.11118659204054766
CZR,0.043590979082341864
COLD,7.820393648451792
TRNO,0.13770230093636704
SPXC,0.00786153477764296
UFPI,0.40224469953633823
TFX,0.028197402076682525
OSK,0.12252844410817038
ALTR,1.478921510610804
SLM,0.03486676838858868
BMI,0.0690547701509866
CROX,0.067571398820006
WEX,0.3830695592551929
DBX,0.25536839137253364
STWD,0.06915944984939118
FLR,0.1435914838025058
TREX,0.23041143196873576
HR,4.135598073016013
TMHC,0.6363365021058622
IVZ,0.47582856068479024
LNC,1.7428049520385938
MTG,0.03983028264682189
ESNT,0.014105673687800028
H,0.28656566329242583
MTSI,0.16838835341321856
MMSI,0.3706541829064613
IDA,0.006580591809011656
MHK,0.7125845272327995
BEN,0.08214056233313294
LPX,0.05234039897351059
CE,0.05319929320129804
MDGL,161.82923399208775
HLNE,0.3563254052836226
MTN,0.00784731331140751
FCN,0.04952480508299612
THG,0.2205098017139187
GLOB,0.013476401723309248
RMBS,0.2680195779813432
RHI,0.15189476104628208
LRN,0.08282617041629327
KEX,0.08085890822054446
GNTX,0.010869166808534973
MSA,0.737889643523924
ETSY,0.24418394305021582
ARW,0.022604444228810777
POST,0.18896346916292034
BPMC,0.01244734506635424
SITE,0.12214804001019644
HOMB,0.12193920670416354
MKSI,19.800775868256082
AM,0.5732118504711662
CRUS,0.17883947290805274
SKY,0.15405972781782165
MTDR,0.1369889765467932
NOV,1.173470514871198
GPI,0.1924599721109884
ALKS,0.388043366868035
LEA,0.006225730633212856
AGCO,0.4515007636682866
CMC,0.24530315098701214
WSC,0.3580365055511582
ACIW,0.055428583905538634
ESI,0.3760040305126269
RHP,0.18169068617366285
GKOS,0.09450258880878955
EPRT,0.015291538099990194
OMF,0.01634382566585956
S,0.00013203073867313454
WTS,0.010537135489168764
MTH,0.15429799873707645
LOPE,0.049755125816720744
GBCI,0.12037441063798326
CHX,0.5172489790624154
CGNX,0.07842593094093803
GATX,0.002449563202011023
AAON,0.33511546091544475
LSTR,0.10060386666929827
BCPC,0.032437111784188774
DAR,0.1485375476749089
SIGI,0.15054284452040884
IONS,0.12195123355814383
ABG,0.16165074833924725
ELAN,1.2344327448573895
LAZ,0.24809870354693933
NOVT,0.023528527214157203
JHG,0.005280978198393994
HXL,0.06865843555654046
SAIC,0.07144432573409154
NXST,0.20070893742778614
AMG,0.15081781361083346
COLB,0.19435700567534692
BRKR,0.07416703666210832
LFUS,0.050425318564129344
IIIN,0.0802331133014696
FSS,0.06701564214594471
INSP,0.3148217309966298
APPF,0.11357889796202768
BIO,0.058855996867085654
CSWI,0.02282386085183968
OZK,0.10659884786416174
SIRI,4.82123406123975
BILL,18.113234074089092
IDCC,0.17322120108941305
AL,0.3930066345150913
QTWO,14821.10249537821
QLYS,0.1103686123891125
SPSC,0.025715128721537115
CTRE,0.5675273765371869
FNB,0.05195173307418205
CLF,0.31135157329424656
WHR,0.2106308193185824
FMC,0.10674938834764974
CYTK,2.629822548665647
MATX,0.21440455020794474
GTES,0.002216167310559958
CUZ,0.028605775269959516
CORT,0.011226618647139976
DLB,0.05244542216661971
NJR,0.08486985668805541
CVCO,0.09824168460600607
SWX,1.2229775266929899
AGO,0.1381088588486742
HWC,0.06571306654382601
VRNS,5.531434906839927
TKR,0.06887906624097995
UBSI,0.011464408349602415
FFIN,0.06767117226112349
ITRI,0.33296948295898937
KRG,0.540800747798595
RDN,0.010924751921888503
TGTX,0.16375059367757097
FIVE,0.037739074735469655
BE,138.00504975393432
AXSM,20.396262637177397
GH,103.65872597379325
BYD,0.03060554617622666
IRT,0.4343588021896719
KAI,0.014265483446018778
CELH,2.158699259783735
BOX,0.09363160027922725
VVV,0.10647473418921302
TENB,8.294709526631484
WTM,0.0716024871825726
RH,0.45022516241377897
SEE,0.0019983242113154965
SR,0.007683765033186393
SON,0.11427905119886328
EEFT,0.09146528425958295
AN,0.05940957202629496
ANF,0.43543566377142245
AVT,0.04173516709813595
KRYS,1.216059400414514
SFBS,0.05588640476219342
CADE,0.28934174232671267
FELE,0.1433380220406257
BDC,0.3134982056557856
VNOM,0.22532980344952114
POR,0.059506946609160574
CBT,0.1479084371614658
FRPT,1.9760977786209373
WK,18.328698138305423
LITE,0.410105361283831
CNX,0.5753704209761241
PBH,0.10116095199840107
SLG,0.19229845958912173
ENS,0.13845646310057355
LYFT,73.6065216920187
SLAB,0.0004769079106463448
ADMA,0.6384951435116686
SLGN,0.08671802634530074
MWA,0.04126524127295186
VLY,0.09818960714807748
MAC,0.3301682215946451
NSIT,0.010620916747181249
KTOS,0.004259288708622354
MOD,0.3237406288782122
KBH,0.0359375739583763
EXPO,0.025758017390697253
CNO,0.03906200638672661
ORA,0.015951115784515336
MMS,0.07474351226920439
ITGR,0.004488584182065616
FCFS,0.08064716865251673
EPR,0.02654398947119771
DY,0.018475638365803355
BCC,0.05277266189324463
MARA,0.8150777262430067
SPR,2.115999075511322
ST,0.1904410660296172
BC,0.2866338780039687
MGY,0.14215523517246198
PRGO,0.17201128714440758
ESE,0.007637633758964207
CHH,0.07995168399165241
KMPR,0.33924970570039503
THO,0.16980793986215076
SANM,0.04906942020535192
SBRA,0.0091532102830137
URBN,0.10846462009342747
RYN,0.09161480902020634
NPO,0.008382198831113246
OGS,0.0035488529393719786
AROC,0.40154172481699
STRL,0.09921798233142573
AEIS,0.07000804393081793
BKH,0.008929410226694558
AVAV,3.7925363609099603
ATGE,0.016280668821411236
KRC,0.0009114004545988354
ACA,0.14526116632552694
SKYW,0.03037185298759756
MC,0.03544054757890486
PVH,0.17341725277597644
ESGR,0.13864598063390404
IBP,0.09155254460581777
PTCT,1227.1240932481867
IRDM,0.03550473165842809
SKT,0.024496553293975785
RARE,0.8734741200528156
PCH,0.11062726416201801
BCO,0.14290246861072436
FUN,0.04311938637369694
WLK,0.11834282918786211
ASB,0.6153187298271634
AX,0.05788257871654555
NWS,0.6075091141403777
PEGA,0.28896694072377394
DORM,0.09668528023596783
HRI,0.07766523550833969
CBZ,0.017911495809923052
NEU,0.13861964103803637
ALE,0.053314173105342796
CALM,0.11022779380543607
ABCB,0.10788658947765314
BHF,0.012771820712393276
M,0.022575252028550305
TCBI,0.1049470843333545
LANC,0.041215600757157425
SATS,3.9799661003433435
TDS,0.47892246560880886
MSM,0.030217158907853363
VRRM,0.10535516894526215
SWTX,2.1969578483760306
BXMT,0.5669213604333692
SNEX,0.04895187938155291
PLXS,0.02331251566704541
ZG,0.3649176332194574
PJT,0.07036370815351024
SHAK,0.5586435702554164
CDE,0.19142178524768022
BOOT,0.039860214910777944
PRIM,0.022239194080176085
POWI,0.012502282799168023
APLE,0.13453998266402706
ELF,0.22454306626881265
IAC,0.9954385947796711
RDNT,0.1358652611362623
HAE,0.15647784405836038
IBOC,0.16105337340292766
HL,0.5339824297265559
ABM,0.13586071481735035
KFY,0.07187865335254207
FHB,0.010962353935272858
MUR,0.02199056567638148
FLO,0.19242506491513034
MPW,0.6995210683658311
GLNG,0.31233196738300634
HASI,0.15109224524522386
FRSH,0.8208285661987081
MDU,0.12341392435614408
CIVI,0.050644130113182056
PAG,0.0759465753143509
GVA,0.20022151312353098
GMS,0.1072987814901782
SM,0.17655844553027308
CACC,0.10915596619012873
RUSHA,0.07757395214454321
DXC,0.06766919320108428
KTB,0.08546112626182514
MHO,0.04982864124176903
PENN,0.18860239933796583
UNF,0.030932798832598106
RXO,43.90014792899409
WDFC,0.009060361608459515
IRTC,115.00648825800565
ICUI,0.4537497230927243
NWE,0.018203613186055685
XRAY,2.9914803857111547
MGEE,0.014831215454370878
HGV,0.0326438971266097
GEO,0.9817336669561454
FTDR,0.18909272448951672
W,0.1028218125251564
COLM,0.004438982348032936
CBU,0.03583336663168644
FUL,0.18445909094592725
OLN,0.011664779636868794
NE,2.0135410588630194
OTTR,0.014910950447468067
NHI,0.07465079451763734
CARG,0.350433455797992
WSFS,0.015838448004559556
OSIS,0.1085035687747141
WHD,0.1798449021933057
CRVL,0.013992126385154163
TPH,0.0973083665648028
FBP,0.0014102817346776265
FULT,0.014674342666987717
ASH,0.01080777473470207
CCOI,0.12950788314059067
NSP,0.10384786880079729
ROAD,0.15598342774301904
AUB,0.136220106861222
SMPL,0.0962936112132599
GHC,0.05893390622293376
SXT,0.07309207739999068
AMED,0.24139403073366475
FCPT,0.0152762390280193
HOG,0.056884259981318436
WD,0.11924348200375727
NMIH,0.002089639280511408
CRNX,2.1174862148603757
AWR,0.04201348350391185
VIRT,0.013597733472723111
SRRK,4.548997839432707
HUN,0.074169491725359
NVST,16.305378564923743
ASGN,0.0650713787769776
GSHD,0.776215054317228
CRC,0.2887615830645984
CATY,0.043187480721632025
HIW,0.02384093089200591
TGNA,0.04493796091849892
GFF,3.0185966803863176
YETI,0.19830038422666316
WSBC,0.1217225291058684
WU,0.02459537078327536
PTEN,3.1664052350561316
NWL,0.005027033612845687
HEES,0.07445645687782418
ADT,0.16579776619940498
VKTX,1.7854198799682162
PATK,0.32731267697470406
DEI,0.01930903161552178
CPK,0.005022392361966792
INDB,0.15465682207656498
VCEL,0.11744296406129903
BLKB,0.5263683112558039
FOLD,11.69143994099289
ACHC,1.5727648798972007
BHVN,15.97174916999241
ALRM,0.08460058714646045
PSN,0.16929132469547248
EVTC,0.7021557406120278
CWT,0.09984499060667659
AKR,1.667275542210135
SMTC,32.71604338084477
DNB,0.028768354723089366
AVA,0.016073978097369754
VIAV,0.0630510766718047
GNW,0.05417832329618058
BOH,0.03266058385891649
WEN,0.00044468470364730653
RYTM,0.9748418322128276
NSA,0.09339104740494221
BL,0.35965028834620144
VAC,0.031170502223692814
HCC,0.020083712733741998
CPRX,0.24670876279667753
OUT,1.1258838048891011
SFNC,0.10213081497920276
STNE,0.4013063749049735
MGRC,0.10100578411979119
PK,0.0016169986419194207
